TimeStamp,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,DailyIncreaseTax
2020-03-23 20:33:40,Ghana,27,4.0,2.0,1.0,0.0,25,0.0,0.9,0.17391304347826098
2020-03-23 20:33:40,Montenegro,27,6.0,1.0,1.0,0.0,26,0.0,43,0.2857142857142858
2020-03-23 20:33:40,Bolivia,27,3.0,0.0,0.0,0.0,27,0.0,2,0.125
2020-03-23 20:33:40,Honduras,27,1.0,0.0,0.0,0.0,27,0.0,3,0.03846153846153855
2020-03-23 20:33:40,Macao,25,3.0,0.0,0.0,10.0,15,0.0,39,0.13636363636363646
2020-03-23 20:33:40,Ivory Coast,25,11.0,0.0,0.0,2.0,23,0.0,0.9,0.7857142857142858
2020-03-23 20:33:40,Mayotte,24,13.0,0.0,0.0,0.0,24,0.0,88,1.1818181818181817
2020-03-23 20:33:40,Monaco,23,0.0,0.0,0.0,1.0,22,0.0,586,0.0
2020-03-23 20:33:40,Paraguay,22,0.0,1.0,0.0,0.0,21,1.0,3,0.0
2020-03-23 20:33:40,Guatemala,20,1.0,1.0,0.0,0.0,19,0.0,1,0.05263157894736836
2020-03-23 20:33:40,Guyana,20,1.0,1.0,0.0,0.0,19,0.0,25,0.05263157894736836
2020-03-23 20:33:40,French Guiana,20,2.0,0.0,0.0,6.0,14,0.0,67,0.11111111111111116
2020-03-23 20:33:40,Jamaica,19,0.0,1.0,0.0,2.0,16,0.0,6,0.0
2020-03-23 20:33:40,French Polynesia,18,0.0,0.0,0.0,0.0,18,0.0,64,0.0
2020-03-23 20:33:40,Togo,18,2.0,0.0,0.0,0.0,18,0.0,2,0.125
2020-03-23 20:33:40,Barbados,17,3.0,0.0,0.0,0.0,17,0.0,59,0.2142857142857142
2020-03-23 20:33:40,U.S. Virgin Islands,17,11.0,0.0,0.0,0.0,17,0.0,163,1.8333333333333335
2020-03-23 20:33:40,Kenya,16,1.0,0.0,0.0,0.0,16,0.0,0.3,0.06666666666666665
2020-03-23 20:33:40,Kyrgyzstan,16,2.0,0.0,0.0,0.0,16,0.0,2,0.1428571428571428
2020-03-23 20:33:40,Gibraltar,15,0.0,0.0,0.0,5.0,10,0.0,445,0.0
2020-03-23 20:33:40,Isle of Man,13,8.0,0.0,0.0,0.0,13,0.0,153,1.6
2020-03-23 20:33:40,Maldives,13,0.0,0.0,0.0,5.0,8,0.0,24,0.0
2020-03-23 20:33:40,Madagascar,12,9.0,0.0,0.0,0.0,12,0.0,0.4,3.0
2020-03-23 20:33:40,Tanzania,12,0.0,0.0,0.0,0.0,12,0.0,0.2,0.0
2020-03-23 20:33:40,Ethiopia,11,0.0,0.0,0.0,0.0,11,0.0,0.10,0.0
2020-03-23 20:33:40,Mongolia,10,0.0,0.0,0.0,0.0,10,0.0,3,0.0
2020-03-23 20:33:40,Aruba,9,0.0,0.0,0.0,1.0,8,0.0,84,0.0
2020-03-23 20:33:40,Equatorial Guinea,9,3.0,0.0,0.0,0.0,9,0.0,6,0.5
2020-03-23 20:33:40,Uganda,9,8.0,0.0,0.0,0.0,9,0.0,0.2,8.0
2020-03-23 20:33:40,New Caledonia,8,4.0,0.0,0.0,0.0,8,0.0,28,1.0
2020-03-23 20:33:40,Saint Martin,8,3.0,0.0,0.0,0.0,8,0.0,207,0.6000000000000001
2020-03-23 20:33:40,Seychelles,7,0.0,0.0,0.0,0.0,7,0.0,71,0.0
2020-03-23 20:33:40,Bermuda,6,0.0,0.0,0.0,0.0,6,0.0,96,0.0
2020-03-23 20:33:40,Haiti,6,4.0,0.0,0.0,0.0,6,0.0,0.5,2.0
2020-03-23 20:33:40,Cayman Islands,5,2.0,1.0,0.0,0.0,4,0.0,76,0.6666666666666667
2020-03-23 20:33:40,Gabon,5,0.0,1.0,0.0,0.0,4,0.0,2,0.0
2020-03-23 20:33:40,Benin,5,3.0,0.0,0.0,0.0,5,0.0,0.4,1.5
2020-03-23 20:33:40,Suriname,5,0.0,0.0,0.0,0.0,5,0.0,9,0.0
2020-03-23 20:33:40,Curaçao,4,1.0,1.0,0.0,0.0,3,0.0,24,0.33333333333333326
2020-03-23 20:33:40,Bahamas,4,0.0,0.0,0.0,0.0,4,0.0,10,0.0
2020-03-23 20:33:40,Congo,4,1.0,0.0,0.0,0.0,4,0.0,0.7,0.33333333333333326
2020-03-23 20:33:40,Greenland,4,0.0,0.0,0.0,0.0,4,0.0,70,0.0
2020-03-23 20:33:40,Guinea,4,2.0,0.0,0.0,0.0,4,0.0,0.3,1.0
2020-03-23 20:33:40,Namibia,4,1.0,0.0,0.0,0.0,4,0.0,2,0.33333333333333326
2020-03-23 20:33:40,Eswatini,4,0.0,0.0,0.0,0.0,4,0.0,3,0.0
2020-03-23 20:33:40,Zimbabwe,3,0.0,1.0,1.0,0.0,2,0.0,0.2,0.0
2020-03-23 20:33:40,Angola,3,1.0,0.0,0.0,0.0,3,0.0,0.09,0.5
2020-03-23 20:33:40,Antigua and Barbuda,3,2.0,0.0,0.0,0.0,3,0.0,31,2.0
2020-03-23 20:33:40,Cabo Verde,3,0.0,0.0,0.0,0.0,3,0.0,5,0.0
2020-03-23 20:33:40,CAR,3,0.0,0.0,0.0,0.0,3,0.0,0.6,0.0
2020-03-23 20:33:40,Djibouti,3,2.0,0.0,0.0,0.0,3,0.0,3,2.0
2020-03-23 20:33:40,El Salvador,3,0.0,0.0,0.0,0.0,3,0.0,0.5,0.0
2020-03-23 20:33:40,Fiji,3,1.0,0.0,0.0,0.0,3,0.0,3,0.5
2020-03-23 20:33:40,Liberia,3,0.0,0.0,0.0,0.0,3,0.0,0.6,0.0
2020-03-23 20:33:40,Niger,3,1.0,0.0,0.0,0.0,3,0.0,0.1,0.5
2020-03-23 20:33:40,St. Barth,3,0.0,0.0,0.0,0.0,3,0.0,304,0.0
2020-03-23 20:33:40,Saint Lucia,3,1.0,0.0,0.0,0.0,3,0.0,16,0.5
2020-03-23 20:33:40,Zambia,3,0.0,0.0,0.0,0.0,3,0.0,0.2,0.0
2020-03-23 20:33:40,Gambia,2,1.0,1.0,1.0,0.0,1,0.0,0.8,1.0
2020-03-23 20:33:40,Sudan,2,0.0,1.0,0.0,0.0,1,0.0,0.05,0.0
2020-03-23 20:33:40,Nepal,2,1.0,0.0,0.0,1.0,1,0.0,0.07,1.0
2020-03-23 20:33:40,Bhutan,2,0.0,0.0,0.0,0.0,2,0.0,3,0.0
2020-03-23 20:33:40,Dominica,2,1.0,0.0,0.0,0.0,2,0.0,28,1.0
2020-03-23 20:33:40,Mauritania,2,0.0,0.0,0.0,0.0,2,0.0,0.4,0.0
2020-03-23 20:33:40,Myanmar,2,2.0,0.0,0.0,0.0,2,0.0,0.04,0.0
2020-03-23 20:33:40,Nicaragua,2,0.0,0.0,0.0,0.0,2,0.0,0.3,0.0
2020-03-23 20:33:40,Sint Maarten,2,1.0,0.0,0.0,0.0,2,0.0,47,1.0
2020-03-23 20:33:40,Belize,1,1.0,0.0,0.0,0.0,1,0.0,3,0.0
2020-03-23 20:33:40,Chad,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 20:33:40,Eritrea,1,0.0,0.0,0.0,0.0,1,0.0,0.3,0.0
2020-03-23 20:33:40,Grenada,1,0.0,0.0,0.0,0.0,1,0.0,9,0.0
2020-03-23 20:33:40,Vatican City,1,0.0,0.0,0.0,0.0,1,0.0,"1,248",0.0
2020-03-23 20:33:40,Montserrat,1,0.0,0.0,0.0,0.0,1,0.0,200,0.0
2020-03-23 20:33:40,Mozambique,1,0.0,0.0,0.0,0.0,1,0.0,0.03,0.0
2020-03-23 20:33:40,Papua New Guinea,1,0.0,0.0,0.0,0.0,1,0.0,0.1,0.0
2020-03-23 20:33:40,St. Vincent Grenadines,1,0.0,0.0,0.0,0.0,1,0.0,9,0.0
2020-03-23 20:33:40,Somalia,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 20:33:40,Syria,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 20:33:40,Timor-Leste,1,0.0,0.0,0.0,0.0,1,0.0,0.8,0.0
2020-03-23 20:33:40,Turks and Caicos,1,1.0,0.0,0.0,0.0,1,0.0,26,0.0
2020-03-23 20:38:13,China,81093,0.0,3270.0,0.0,72703.0,5120,1749.0,56,0.0
2020-03-23 20:38:13,Italy,63927,4789.0,6077.0,601.0,7432.0,50418,3204.0,"1,057",0.08098008048970207
2020-03-23 20:38:13,USA,43449,9883.0,545.0,132.0,295.0,42609,1040.0,131,0.29443484478341175
2020-03-23 20:38:13,Spain,35136,6368.0,2311.0,539.0,3355.0,29470,2355.0,751,0.22135706340378203
2020-03-23 20:38:13,Germany,29056,4183.0,123.0,29.0,453.0,28480,23.0,347,0.16817432557391543
2020-03-23 20:38:13,Iran,23049,1411.0,1812.0,127.0,8376.0,12861,0.0,274,0.06520935391440985
2020-03-23 20:38:13,France,19856,3838.0,860.0,186.0,2200.0,16796,2082.0,304,0.23960544387563987
2020-03-23 20:38:13,S. Korea,8961,64.0,111.0,7.0,3166.0,5684,59.0,175,0.007193435989659491
2020-03-23 20:38:13,Switzerland,8795,1321.0,120.0,22.0,131.0,8544,141.0,"1,016",0.17674605298367685
2020-03-23 20:38:13,UK,6650,967.0,335.0,54.0,135.0,6180,20.0,98,0.17015660742565553
2020-03-23 20:38:13,Netherlands,4749,545.0,213.0,34.0,2.0,4534,435.0,277,0.12963843958135102
2020-03-23 20:38:13,Austria,4474,892.0,21.0,5.0,9.0,4444,14.0,497,0.24902289223897256
2020-03-23 20:38:13,Belgium,3743,342.0,88.0,13.0,401.0,3254,322.0,323,0.1005586592178771
2020-03-23 20:38:13,Norway,2621,236.0,10.0,3.0,6.0,2605,41.0,483,0.0989517819706498
2020-03-23 20:38:13,Canada,2091,621.0,23.0,3.0,320.0,1748,1.0,55,0.4224489795918367
2020-03-23 20:38:13,Portugal,2060,460.0,23.0,9.0,14.0,2023,47.0,202,0.2875000000000001
2020-03-23 20:38:13,Sweden,2046,112.0,25.0,4.0,16.0,2005,104.0,203,0.05791106514994837
2020-03-23 20:38:13,Brazil,1924,378.0,34.0,9.0,2.0,1888,18.0,9,0.24450194049159113
2020-03-23 20:38:13,Australia,1887,278.0,7.0,0.0,118.0,1762,11.0,74,0.17277812305779983
2020-03-23 20:38:13,Turkey,1529,293.0,37.0,7.0,0.0,1492,0.0,18,0.2370550161812297
2020-03-23 20:38:13,Malaysia,1518,212.0,14.0,4.0,159.0,1345,57.0,47,0.16232771822358338
2020-03-23 20:38:13,Denmark,1450,55.0,24.0,11.0,1.0,1425,55.0,250,0.03942652329749108
2020-03-23 20:38:13,Israel,1442,371.0,1.0,0.0,41.0,1400,29.0,167,0.34640522875817004
2020-03-23 20:38:13,Czechia,1236,116.0,1.0,0.0,7.0,1228,19.0,115,0.10357142857142865
2020-03-23 20:38:13,Japan,1128,27.0,42.0,1.0,235.0,851,49.0,9,0.02452316076294281
2020-03-23 20:38:13,Ireland,1125,219.0,6.0,2.0,5.0,1114,29.0,228,0.24172185430463577
2020-03-23 20:38:13,Ecuador,981,192.0,18.0,4.0,3.0,960,2.0,56,0.24334600760456282
2020-03-23 20:38:13,Luxembourg,875,77.0,8.0,0.0,6.0,861,3.0,"1,398",0.09649122807017552
2020-03-23 20:38:13,Pakistan,875,99.0,6.0,1.0,13.0,856,0.0,4,0.12757731958762886
2020-03-23 20:38:13,Poland,749,115.0,8.0,1.0,13.0,728,3.0,20,0.1813880126182965
2020-03-23 20:38:13,Chile,746,114.0,2.0,1.0,11.0,733,7.0,39,0.1803797468354431
2020-03-23 20:38:13,Thailand,721,122.0,1.0,0.0,52.0,668,7.0,10,0.20367278797996669
2020-03-23 20:38:13,Diamond Princess,712,0.0,8.0,0.0,567.0,137,15.0,,0.0
2020-03-23 20:38:13,Finland,700,74.0,1.0,0.0,10.0,689,13.0,126,0.1182108626198084
2020-03-23 20:38:13,Greece,695,71.0,17.0,2.0,29.0,649,35.0,67,0.11378205128205132
2020-03-23 20:38:13,Iceland,588,20.0,1.0,0.0,51.0,536,14.0,"1,723",0.035211267605633756
2020-03-23 20:38:13,Indonesia,579,65.0,49.0,1.0,30.0,500,0.0,2,0.1264591439688716
2020-03-23 20:38:13,Romania,576,143.0,7.0,4.0,73.0,496,15.0,30,0.3302540415704387
2020-03-23 20:38:13,Saudi Arabia,562,51.0,0.0,0.0,19.0,543,0.0,16,0.09980430528375739
2020-03-23 20:38:13,Singapore,509,54.0,2.0,0.0,152.0,355,14.0,87,0.1186813186813187
2020-03-23 20:38:13,Qatar,501,7.0,0.0,0.0,33.0,468,6.0,174,0.014170040485830038
2020-03-23 20:38:13,India,499,103.0,10.0,3.0,34.0,455,0.0,0.4,0.26010101010101017
2020-03-23 20:38:13,Philippines,462,82.0,33.0,8.0,18.0,411,1.0,4,0.21578947368421053
2020-03-23 20:38:13,Slovenia,442,28.0,3.0,1.0,0.0,439,12.0,213,0.06763285024154597
2020-03-23 20:38:13,Russia,438,71.0,1.0,0.0,17.0,420,0.0,3,0.19346049046321534
2020-03-23 20:38:13,South Africa,402,128.0,0.0,0.0,4.0,398,0.0,7,0.46715328467153294
2020-03-23 20:38:13,Peru,395,32.0,5.0,0.0,1.0,389,19.0,12,0.0881542699724518
2020-03-23 20:38:13,Bahrain,377,43.0,2.0,0.0,164.0,211,3.0,222,0.12874251497005984
2020-03-23 20:38:13,Egypt,366,39.0,19.0,5.0,68.0,279,0.0,4,0.11926605504587151
2020-03-23 20:38:13,Hong Kong,356,38.0,4.0,0.0,100.0,252,4.0,47,0.11949685534591192
2020-03-23 20:38:13,Estonia,352,26.0,0.0,0.0,4.0,348,4.0,265,0.07975460122699385
2020-03-23 20:38:13,Mexico,316,65.0,3.0,1.0,4.0,309,1.0,2,0.2589641434262948
2020-03-23 20:38:13,Croatia,315,61.0,1.0,0.0,5.0,309,5.0,77,0.24015748031496065
2020-03-23 20:38:13,Panama,313,0.0,3.0,0.0,1.0,309,7.0,73,0.0
2020-03-23 20:38:13,Colombia,277,46.0,3.0,1.0,3.0,271,0.0,5,0.19913419913419905
2020-03-23 20:38:13,Lebanon,267,19.0,4.0,0.0,8.0,255,4.0,39,0.0766129032258065
2020-03-23 20:38:13,Iraq,266,33.0,23.0,3.0,62.0,181,0.0,7,0.14163090128755362
2020-03-23 20:38:13,Argentina,266,0.0,4.0,0.0,27.0,235,0.0,6,0.0
2020-03-23 20:38:13,Serbia,249,27.0,3.0,1.0,3.0,243,12.0,28,0.12162162162162171
2020-03-23 20:38:13,Dominican Republic,245,43.0,3.0,0.0,3.0,239,0.0,23,0.21287128712871284
2020-03-23 20:38:13,Armenia,235,41.0,0.0,0.0,2.0,233,6.0,79,0.21134020618556693
2020-03-23 20:38:13,Algeria,230,29.0,17.0,0.0,65.0,148,0.0,5,0.14427860696517403
2020-03-23 20:38:13,Bulgaria,201,14.0,3.0,0.0,3.0,195,8.0,29,0.07486631016042788
2020-03-23 20:38:13,UAE,198,45.0,2.0,0.0,41.0,155,2.0,20,0.2941176470588236
2020-03-23 20:38:13,Taiwan,195,26.0,2.0,0.0,28.0,165,0.0,8,0.15384615384615374
2020-03-23 20:38:13,Kuwait,189,1.0,0.0,0.0,30.0,159,5.0,44,0.005319148936170137
2020-03-23 20:38:13,San Marino,187,12.0,20.0,0.0,4.0,163,13.0,"5,511",0.0685714285714285
2020-03-23 20:38:13,Slovakia,186,1.0,0.0,0.0,7.0,179,2.0,34,0.00540540540540535
2020-03-23 20:38:13,Latvia,180,41.0,0.0,0.0,1.0,179,0.0,95,0.29496402877697836
2020-03-23 20:38:13,Lithuania,179,36.0,1.0,0.0,1.0,177,1.0,66,0.25174825174825166
2020-03-23 20:38:13,Hungary,167,36.0,7.0,1.0,16.0,144,6.0,17,0.2748091603053435
2020-03-23 20:38:13,Costa Rica,158,24.0,2.0,0.0,2.0,154,2.0,31,0.17910447761194037
2020-03-23 20:38:13,Uruguay,158,0.0,0.0,0.0,0.0,158,2.0,45,0.0
2020-03-23 20:38:13,Morocco,143,28.0,4.0,0.0,5.0,134,1.0,4,0.24347826086956514
2020-03-23 20:38:13,North Macedonia,136,21.0,2.0,1.0,1.0,133,1.0,65,0.18260869565217397
2020-03-23 20:38:13,Andorra,133,20.0,1.0,0.0,1.0,131,2.0,"1,721",0.17699115044247793
2020-03-23 20:38:13,Bosnia and Herzegovina,132,6.0,1.0,0.0,2.0,129,1.0,40,0.04761904761904767
2020-03-23 20:38:13,Jordan,127,15.0,0.0,0.0,1.0,126,0.0,12,0.1339285714285714
2020-03-23 20:38:13,Vietnam,123,10.0,0.0,0.0,17.0,106,2.0,1,0.08849557522123885
2020-03-23 20:38:13,Faeroe Islands,118,3.0,0.0,0.0,23.0,95,0.0,"2,415",0.026086956521739202
2020-03-23 20:38:13,Cyprus,116,21.0,1.0,0.0,3.0,112,3.0,96,0.2210526315789474
2020-03-23 20:38:13,Moldova,109,15.0,1.0,0.0,2.0,106,3.0,27,0.15957446808510634
2020-03-23 20:38:13,Malta,107,17.0,0.0,0.0,2.0,105,1.0,242,0.18888888888888888
2020-03-23 20:38:13,Albania,104,15.0,4.0,2.0,2.0,98,2.0,36,0.1685393258426966
2020-03-23 20:38:13,New Zealand,102,0.0,0.0,0.0,0.0,102,0.0,21,0.0
2020-03-23 20:38:13,Burkina Faso,99,24.0,4.0,0.0,5.0,90,0.0,5,0.32000000000000006
2020-03-23 20:38:13,Sri Lanka,97,15.0,0.0,0.0,2.0,95,2.0,5,0.18292682926829262
2020-03-23 20:38:13,Brunei,91,3.0,0.0,0.0,2.0,89,2.0,208,0.03409090909090917
2020-03-23 20:38:13,Tunisia,89,14.0,3.0,0.0,1.0,85,11.0,8,0.18666666666666676
2020-03-23 20:38:13,Cambodia,87,3.0,0.0,0.0,2.0,85,1.0,5,0.03571428571428581
2020-03-23 20:38:13,Belarus,81,5.0,0.0,0.0,22.0,59,0.0,9,0.06578947368421062
2020-03-23 20:38:13,Senegal,79,12.0,0.0,0.0,8.0,71,0.0,5,0.17910447761194037
2020-03-23 20:38:13,Venezuela,77,7.0,0.0,0.0,15.0,62,2.0,3,0.10000000000000009
2020-03-23 20:38:13,Ukraine,73,0.0,3.0,0.0,1.0,69,0.0,2,0.0
2020-03-23 20:38:13,Azerbaijan,72,7.0,1.0,0.0,10.0,61,3.0,7,0.10769230769230775
2020-03-23 20:38:13,Réunion,71,7.0,0.0,0.0,1.0,70,0.0,79,0.109375
2020-03-23 20:38:13,Oman,66,11.0,0.0,0.0,17.0,49,0.0,13,0.19999999999999996
2020-03-23 20:38:13,Guadeloupe,62,4.0,1.0,0.0,0.0,61,4.0,155,0.06896551724137923
2020-03-23 20:38:13,Kazakhstan,62,2.0,0.0,0.0,0.0,62,0.0,3,0.03333333333333344
2020-03-23 20:38:13,Georgia,61,7.0,0.0,0.0,8.0,53,1.0,15,0.12962962962962954
2020-03-23 20:38:13,Palestine,59,0.0,0.0,0.0,17.0,42,0.0,12,0.0
2020-03-23 20:38:13,Cameroon,56,16.0,0.0,0.0,2.0,54,0.0,2,0.3999999999999999
2020-03-23 20:38:13,Martinique,53,9.0,1.0,0.0,0.0,52,7.0,141,0.20454545454545459
2020-03-23 20:38:13,Liechtenstein,51,14.0,0.0,0.0,0.0,51,0.0,"1,338",0.3783783783783783
2020-03-23 20:38:13,Trinidad and Tobago,51,1.0,0.0,0.0,0.0,51,0.0,36,0.020000000000000018
2020-03-23 20:38:13,Uzbekistan,46,3.0,0.0,0.0,0.0,46,0.0,1,0.06976744186046502
2020-03-23 20:38:13,Afghanistan,40,0.0,1.0,0.0,1.0,38,0.0,1,0.0
2020-03-23 20:38:13,Cuba,40,5.0,1.0,0.0,0.0,39,3.0,4,0.1428571428571428
2020-03-23 20:38:13,Nigeria,40,10.0,1.0,1.0,2.0,37,0.0,0.2,0.33333333333333326
2020-03-23 20:38:13,Mauritius,36,8.0,2.0,0.0,0.0,34,1.0,28,0.2857142857142858
2020-03-23 20:38:13,DRC,36,6.0,1.0,0.0,0.0,35,0.0,0.4,0.19999999999999996
2020-03-23 20:38:13,Channel Islands,36,4.0,0.0,0.0,0.0,36,0.0,207,0.125
2020-03-23 20:38:13,Rwanda,36,17.0,0.0,0.0,0.0,36,0.0,3,0.894736842105263
2020-03-23 20:38:13,Bangladesh,33,6.0,3.0,1.0,5.0,25,0.0,0.2,0.22222222222222232
2020-03-23 20:38:13,Puerto Rico,31,8.0,2.0,1.0,1.0,28,0.0,11,0.34782608695652173
2020-03-23 20:38:13,Guam,29,2.0,1.0,0.0,0.0,28,0.0,172,0.07407407407407418
2020-03-23 20:38:13,Ghana,27,4.0,2.0,1.0,0.0,25,0.0,0.9,0.17391304347826098
2020-03-23 20:38:13,Montenegro,27,6.0,1.0,1.0,0.0,26,0.0,43,0.2857142857142858
2020-03-23 20:38:13,Bolivia,27,3.0,0.0,0.0,0.0,27,0.0,2,0.125
2020-03-23 20:38:13,Honduras,27,1.0,0.0,0.0,0.0,27,0.0,3,0.03846153846153855
2020-03-23 20:38:13,Macao,25,3.0,0.0,0.0,10.0,15,0.0,39,0.13636363636363646
2020-03-23 20:38:13,Ivory Coast,25,11.0,0.0,0.0,2.0,23,0.0,0.9,0.7857142857142858
2020-03-23 20:38:13,Mayotte,24,13.0,0.0,0.0,0.0,24,0.0,88,1.1818181818181817
2020-03-23 20:38:13,Monaco,23,0.0,0.0,0.0,1.0,22,0.0,586,0.0
2020-03-23 20:38:13,Paraguay,22,0.0,1.0,0.0,0.0,21,1.0,3,0.0
2020-03-23 20:38:13,Guatemala,20,1.0,1.0,0.0,0.0,19,0.0,1,0.05263157894736836
2020-03-23 20:38:13,Guyana,20,1.0,1.0,0.0,0.0,19,0.0,25,0.05263157894736836
2020-03-23 20:38:13,French Guiana,20,2.0,0.0,0.0,6.0,14,0.0,67,0.11111111111111116
2020-03-23 20:38:13,Jamaica,19,0.0,1.0,0.0,2.0,16,0.0,6,0.0
2020-03-23 20:38:13,French Polynesia,18,0.0,0.0,0.0,0.0,18,0.0,64,0.0
2020-03-23 20:38:13,Togo,18,2.0,0.0,0.0,0.0,18,0.0,2,0.125
2020-03-23 20:38:13,Barbados,17,3.0,0.0,0.0,0.0,17,0.0,59,0.2142857142857142
2020-03-23 20:38:13,U.S. Virgin Islands,17,11.0,0.0,0.0,0.0,17,0.0,163,1.8333333333333335
2020-03-23 20:38:13,Kenya,16,1.0,0.0,0.0,0.0,16,0.0,0.3,0.06666666666666665
2020-03-23 20:38:13,Kyrgyzstan,16,2.0,0.0,0.0,0.0,16,0.0,2,0.1428571428571428
2020-03-23 20:38:13,Gibraltar,15,0.0,0.0,0.0,5.0,10,0.0,445,0.0
2020-03-23 20:38:13,Isle of Man,13,8.0,0.0,0.0,0.0,13,0.0,153,1.6
2020-03-23 20:38:13,Maldives,13,0.0,0.0,0.0,5.0,8,0.0,24,0.0
2020-03-23 20:38:13,Madagascar,12,9.0,0.0,0.0,0.0,12,0.0,0.4,3.0
2020-03-23 20:38:13,Tanzania,12,0.0,0.0,0.0,0.0,12,0.0,0.2,0.0
2020-03-23 20:38:13,Ethiopia,11,0.0,0.0,0.0,0.0,11,0.0,0.10,0.0
2020-03-23 20:38:13,Mongolia,10,0.0,0.0,0.0,0.0,10,0.0,3,0.0
2020-03-23 20:38:13,Aruba,9,0.0,0.0,0.0,1.0,8,0.0,84,0.0
2020-03-23 20:38:13,Equatorial Guinea,9,3.0,0.0,0.0,0.0,9,0.0,6,0.5
2020-03-23 20:38:13,Uganda,9,8.0,0.0,0.0,0.0,9,0.0,0.2,8.0
2020-03-23 20:38:13,New Caledonia,8,4.0,0.0,0.0,0.0,8,0.0,28,1.0
2020-03-23 20:38:13,Saint Martin,8,3.0,0.0,0.0,0.0,8,0.0,207,0.6000000000000001
2020-03-23 20:38:13,Seychelles,7,0.0,0.0,0.0,0.0,7,0.0,71,0.0
2020-03-23 20:38:13,Bermuda,6,0.0,0.0,0.0,0.0,6,0.0,96,0.0
2020-03-23 20:38:13,Haiti,6,4.0,0.0,0.0,0.0,6,0.0,0.5,2.0
2020-03-23 20:38:13,Cayman Islands,5,2.0,1.0,0.0,0.0,4,0.0,76,0.6666666666666667
2020-03-23 20:38:13,Gabon,5,0.0,1.0,0.0,0.0,4,0.0,2,0.0
2020-03-23 20:38:13,Benin,5,3.0,0.0,0.0,0.0,5,0.0,0.4,1.5
2020-03-23 20:38:13,Suriname,5,0.0,0.0,0.0,0.0,5,0.0,9,0.0
2020-03-23 20:38:13,Curaçao,4,1.0,1.0,0.0,0.0,3,0.0,24,0.33333333333333326
2020-03-23 20:38:13,Bahamas,4,0.0,0.0,0.0,0.0,4,0.0,10,0.0
2020-03-23 20:38:13,Congo,4,1.0,0.0,0.0,0.0,4,0.0,0.7,0.33333333333333326
2020-03-23 20:38:13,Greenland,4,0.0,0.0,0.0,0.0,4,0.0,70,0.0
2020-03-23 20:38:13,Guinea,4,2.0,0.0,0.0,0.0,4,0.0,0.3,1.0
2020-03-23 20:38:13,Namibia,4,1.0,0.0,0.0,0.0,4,0.0,2,0.33333333333333326
2020-03-23 20:38:13,Eswatini,4,0.0,0.0,0.0,0.0,4,0.0,3,0.0
2020-03-23 20:38:13,Zimbabwe,3,0.0,1.0,1.0,0.0,2,0.0,0.2,0.0
2020-03-23 20:38:13,Angola,3,1.0,0.0,0.0,0.0,3,0.0,0.09,0.5
2020-03-23 20:38:13,Antigua and Barbuda,3,2.0,0.0,0.0,0.0,3,0.0,31,2.0
2020-03-23 20:38:13,Cabo Verde,3,0.0,0.0,0.0,0.0,3,0.0,5,0.0
2020-03-23 20:38:13,CAR,3,0.0,0.0,0.0,0.0,3,0.0,0.6,0.0
2020-03-23 20:38:13,Djibouti,3,2.0,0.0,0.0,0.0,3,0.0,3,2.0
2020-03-23 20:38:13,El Salvador,3,0.0,0.0,0.0,0.0,3,0.0,0.5,0.0
2020-03-23 20:38:13,Fiji,3,1.0,0.0,0.0,0.0,3,0.0,3,0.5
2020-03-23 20:38:13,Liberia,3,0.0,0.0,0.0,0.0,3,0.0,0.6,0.0
2020-03-23 20:38:13,Niger,3,1.0,0.0,0.0,0.0,3,0.0,0.1,0.5
2020-03-23 20:38:13,St. Barth,3,0.0,0.0,0.0,0.0,3,0.0,304,0.0
2020-03-23 20:38:13,Saint Lucia,3,1.0,0.0,0.0,0.0,3,0.0,16,0.5
2020-03-23 20:38:13,Zambia,3,0.0,0.0,0.0,0.0,3,0.0,0.2,0.0
2020-03-23 20:38:13,Gambia,2,1.0,1.0,1.0,0.0,1,0.0,0.8,1.0
2020-03-23 20:38:13,Sudan,2,0.0,1.0,0.0,0.0,1,0.0,0.05,0.0
2020-03-23 20:38:13,Nepal,2,1.0,0.0,0.0,1.0,1,0.0,0.07,1.0
2020-03-23 20:38:13,Bhutan,2,0.0,0.0,0.0,0.0,2,0.0,3,0.0
2020-03-23 20:38:13,Dominica,2,1.0,0.0,0.0,0.0,2,0.0,28,1.0
2020-03-23 20:38:13,Mauritania,2,0.0,0.0,0.0,0.0,2,0.0,0.4,0.0
2020-03-23 20:38:13,Myanmar,2,2.0,0.0,0.0,0.0,2,0.0,0.04,0.0
2020-03-23 20:38:13,Nicaragua,2,0.0,0.0,0.0,0.0,2,0.0,0.3,0.0
2020-03-23 20:38:13,Sint Maarten,2,1.0,0.0,0.0,0.0,2,0.0,47,1.0
2020-03-23 20:38:13,Belize,1,1.0,0.0,0.0,0.0,1,0.0,3,0.0
2020-03-23 20:38:13,Chad,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 20:38:13,Eritrea,1,0.0,0.0,0.0,0.0,1,0.0,0.3,0.0
